SMILES,Solvent,SMILES_Solvent,canonical_smiles_solvent,value,Temperature_K,MaxAbsEStateIndex.1,MinAbsEStateIndex.1,MinEStateIndex.1,qed.1,SPS.1,MolWt.1,MaxPartialCharge.1,MinPartialCharge.1,MinAbsPartialCharge.1,FpDensityMorgan1.1,FpDensityMorgan2.1,BCUT2D_MWHI.1,BCUT2D_MWLOW.1,BCUT2D_MRHI.1,BCUT2D_MRLOW.1,AvgIpc.1,BalabanJ.1,BertzCT.1,Chi3n.1,HallKierAlpha.1,PEOE_VSA1.1,PEOE_VSA10.1,PEOE_VSA12.1,PEOE_VSA13.1,PEOE_VSA14.1,PEOE_VSA2.1,PEOE_VSA5.1,PEOE_VSA6.1,PEOE_VSA7.1,PEOE_VSA8.1,PEOE_VSA9.1,SMR_VSA1.1,SMR_VSA10.1,SMR_VSA5.1,SMR_VSA6.1,SMR_VSA7.1,SlogP_VSA12.1,SlogP_VSA2.1,SlogP_VSA3.1,SlogP_VSA7.1,EState_VSA1.1,EState_VSA10.1,EState_VSA2.1,EState_VSA3.1,EState_VSA4.1,EState_VSA5.1,EState_VSA6.1,EState_VSA7.1,EState_VSA8.1,EState_VSA9.1,VSA_EState1.1,VSA_EState3.1,VSA_EState4.1,VSA_EState5.1,VSA_EState7.1,VSA_EState8.1,VSA_EState9.1,FractionCSP3.1,NHOHCount.1,NOCount.1,NumAliphaticCarbocycles.1,NumAliphaticHeterocycles.1,NumAliphaticRings.1,NumAtomStereoCenters.1,NumHAcceptors.1,NumHeteroatoms.1,NumRotatableBonds.1,RingCount.1,MolLogP.1,fr_Al_COO.1,fr_NH0.1,fr_NH2.1,fr_Ndealkylation2.1,fr_aryl_methyl.1,fr_lactone.1,fr_methoxy.1,fr_unbrch_alkane.1,MACCS_28.1,MACCS_51.1,MACCS_54.1,MACCS_57.1,MACCS_66.1,MACCS_72.1,MACCS_74.1,MACCS_82.1,MACCS_83.1,MACCS_86.1,MACCS_90.1,MACCS_91.1,MACCS_92.1,MACCS_93.1,MACCS_98.1,MACCS_104.1,MACCS_106.1,MACCS_108.1,MACCS_109.1,MACCS_112.1,MACCS_114.1,MACCS_115.1,MACCS_116.1,MACCS_118.1,MACCS_126.1,MACCS_127.1,MACCS_128.1,MACCS_129.1,MACCS_132.1,MACCS_138.1,MACCS_141.1,MACCS_146.1,MACCS_148.1,MACCS_149.1,MACCS_155.1,MACCS_157.1,MACCS_159.1,MACCS_160.1,MACCS_163.1,MACCS_164.1
c1cc2ccc3cccc4ccc(c1)c2c34,p-xylene,Cc1ccc(C)cc1,Cc1ccc(C)cc1,-0.165489295,298.15,2.12037037,1.329259259,1.329259259,0.475757685,9.25,106.168,-0.039774194,-0.059062579,0.039774194,0.75,1,13.85792627,10.16974647,5.18939181,1.398536374,1.769973094,3.032455532,138.8981139,1.218233513,-0.78,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.658518519,0,0,4.193333333,0,0.25,0,0,0,0,0,0,0,0,0,1,2.30344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,chlorobenzene,Clc1ccccc1,Clc1ccccc1,-3.681471345,298.15,5.539691358,0.793981481,0.793981481,0.483383326,8.714285714,112.559,0.040548441,-0.084344477,0.040548441,1,1.571428571,35.49569066,10.37221473,6.300461198,1.71341782,1.685616163,3.02146531,134.1073697,0.733110559,-0.49,0,0,0,0,0,0,0,29.8000411,12.13273414,5.022633314,0,0,11.60093989,0,0,35.35446866,11.60093989,0,0,5.022633314,0,0,0,0,5.022633314,0,0,30.33183534,0,11.60093989,0,0.793981481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC(=O)NCCCCCCNC(=O)OC,dimethyl carbonate,COC(=O)OC,COC(=O)OC,-1.150202831,298.15,9.736111111,0.657407407,-0.657407407,0.403686926,7,90.078,0.507197794,-0.437621323,0.437621323,1.333333333,1.666666667,16.71404283,11.29924708,5.586087118,0.09240749,1.650022422,2.988160882,44,0.333333333,-0.73,9.473725908,0,0,0,6.15536563,0,0,0,0,0,14.21959508,14.26826309,6.15536563,0,14.21959508,0,0,20.37496071,9.473725908,0,6.15536563,4.794537184,0,0,0,14.21959508,0,0,9.473725908,0,8.076388889,0,0,0,-0.657407407,0,2.511574074,0.666666667,0,3,0,0,0,0,3,3,0,0,0.3992,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
c1cc2ccc3cccc4ccc(c1)c2c34,n-octane,CCCCCCCC,CCCCCCCC,-1.070727826,298.15,2.255898526,1.364795918,1.364795918,0.480610605,9.75,114.232,-0.053316205,-0.065382383,0.053316205,0.625,1,13.89465923,10.13249414,4.386659235,0.624494144,1.808812125,2.530060457,25.01955001,1.457106781,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,13.8474744,0,0,0,0,0,8.488202948,4.511797052,0,1,0,0,0,0,0,0,0,0,5,0,3.3668,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
O=S(=O)([O-])NC1CCCCC1.[Na+],formamide,NC=O,NC=O,-0.078644696,298.15,8.583333333,0.25,0.25,0.352325513,4,45.041,0.204030793,-0.37226357,0.204030793,2,2,16.1359714,11.50093462,5.416411214,-0.106454839,0.918295834,2.187496097,12.26466251,0,-0.53,5.733667477,0,6.410095306,0,0,4.794537184,0,0,0,0,0,4.794537184,6.410095306,0,0,0,0,6.410095306,4.794537184,0,0,0,6.410095306,0,0,0,0,0,5.733667477,4.794537184,0,0,4.166666667,0,0.25,0,0,0,2,2,0,0,0,0,1,2,0,0,-0.8985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(S(N)(=O)=O)cc1,cyclopentanone,O=C1CCCC1,O=C1CCCC1,0.305903359,298.15,10.24305556,0.453703704,0.453703704,0.429680103,22.33333333,84.118,0.132411741,-0.299717906,0.132411741,1.166666667,1.666666667,16.13811517,10.35749367,5.794964875,-0.116862123,1.86382639,2.367351851,58.33869643,1.161230926,-0.33,0,5.783244946,0,0,0,4.794537184,0,0,12.84164325,12.84164325,0,4.794537184,5.783244946,25.68328649,0,0,0,5.783244946,4.794537184,0,0,4.794537184,0,5.783244946,25.68328649,0,0,0,0,0,0,0,0,0.453703704,3.969907407,0,0,0.8,0,1,1,0,1,0,1,1,0,1,1.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,anisole,COc1ccccc1,COc1ccccc1,-2.777751941,298.15,4.914166667,0.909722222,0.909722222,0.531625315,8.625,108.14,0.118357715,-0.496768569,0.118357715,1.125,1.75,16.46524046,10.34190591,5.198905536,0.414570217,1.903491193,2.832085835,145.7328145,0.978907426,-0.98,4.736862954,5.749511833,0,0,0,0,0,18.19910121,12.13273414,0,7.109797541,4.736862954,0,0,7.109797541,30.33183534,0,7.109797541,0,0,0,0,0,0,5.749511833,0,7.109797541,30.33183534,0,4.736862954,4.914166667,0,0,0.909722222,0,0,1.662037037,0.142857143,0,1,0,0,0,0,1,1,1,1,1.6952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
O=[N+]([O-])c1c[nH]cn1,gamma-butyrolactone,O=C1CCCO1,O=C1CCCO1,-1.523584999,298.15,10.02083333,0.046296296,-0.046296296,0.396777661,21,86.09,0.305409841,-0.465656557,0.305409841,1.666666667,2.5,16.53773672,10.38048205,5.702906502,-0.137453298,1.86382639,2.367351851,59.9483369,0.788288118,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,0,6.420821623,6.420821623,6.606881965,9.531400138,5.969305288,12.84164325,6.606881965,0,0,12.57618725,9.531400138,0,0,4.794537184,5.969305288,13.02770359,6.420821623,0,0,0,4.736862954,0,4.513888889,0,0,-0.046296296,1.540509259,0.637731481,0,0.75,0,2,0,1,1,0,2,2,0,1,0.3234,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,n-dodecane,CCCCCCCCCCCC,CCCCCCCCCCCC,-4.180502171,298.15,2.279016097,1.370867769,1.370867769,0.430464304,10.5,170.34,-0.053305974,-0.065382383,0.053305974,0.416666667,0.666666667,13.96040481,10.07005825,4.452404811,0.562058249,2.098390961,2.727242813,56.4385619,2.457106781,0,0,0,0,0,0,0,0,78.05569063,0,0,0,0,0,78.05569063,0,0,0,0,0,0,0,0,0,0,0,64.20821623,0,0,13.8474744,0,0,0,0,0,14.44196781,4.558032194,0,1,0,0,0,0,0,0,0,0,9,0,4.9272,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,n-nonanol,CCCCCCCCCO,CCCCCCCCCO,-1.903663313,298.15,8.46895479,0.36882716,0.36882716,0.544619376,10.2,144.258,0.043052407,-0.396376569,0.043052407,0.8,1.3,16.24992522,10.10604694,4.428013035,0.282028181,1.967154472,2.647604849,44.68995594,1.761667274,-0.04,5.106527395,0,0,0,0,0,0,45.44866694,6.420821623,6.606881965,0,5.106527395,0,51.86948856,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,6.420821623,38.52492974,0,0,6.9237372,5.106527395,0,8.46895479,0,0,8.932334184,2.598711026,0,1,1,1,0,0,0,0,1,1,7,0,2.7293,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,n-pentane,CCCCC,CCCCC,-4.853339952,298.15,2.211805556,1.34375,1.34375,0.46878551,8.4,72.151,-0.053831315,-0.065382555,0.053831315,1,1.4,13.74496242,10.27970514,4.236962415,0.771705139,1.405639062,2.190609687,7.509775004,0.707106781,0,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,0,0,0,19.26246487,0,0,13.8474744,0,0,0,0,0,4.076388889,4.423611111,0,1,0,0,0,0,0,0,0,0,2,0,2.1965,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
O=c1[nH]cc(F)c(=O)[nH]1,n-butyric acid,CCCC(=O)O,CCCC(=O)O,-2.566467819,298.15,9.599305556,0.291666667,-0.710648148,0.543440747,8.166666667,88.106,0.302828937,-0.481230516,0.302828937,1.833333333,2.333333333,16.36510567,10.35073867,5.659492541,-0.136528827,1.348587896,2.83125711,49.509775,0.463865471,-0.53,5.106527395,0,0,0,5.969305288,4.794537184,0,6.9237372,6.420821623,6.420821623,0,9.901064579,5.969305288,19.76538045,0,0,0,11.07583268,4.794537184,0,5.969305288,4.794537184,0,6.420821623,6.420821623,0,0,6.9237372,0,5.106527395,0,7.913472222,0,-0.710648148,1.023148148,1.841388889,0,0.75,1,2,0,0,0,0,1,2,2,0,0.8711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
O=[N+]([O-])c1cccc2ccccc12,n-decanol,CCCCCCCCCCO,CCCCCCCCCCO,-0.428874008,298.15,8.507012641,0.37,0.37,0.53804028,10.36363636,158.285,0.043052407,-0.396376569,0.043052407,0.727272727,1.181818182,16.24992598,10.0901004,4.441733181,0.282004874,2.033930993,2.690915527,53.89311688,2.011667274,-0.04,5.106527395,0,0,0,0,0,0,51.86948856,6.420821623,6.606881965,0,5.106527395,0,58.29031018,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,6.420821623,44.94575136,0,0,6.9237372,5.106527395,0,8.507012641,0,0,10.38116134,2.611826014,0,1,1,1,0,0,0,0,1,1,8,0,3.1194,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
